Month,Product,Category,Region,Units_Sold,Unit_Price,Discount_Pct,Net_Price,Revenue,Profit_Margin_Pct,Profit,Month_Num,Quarter
2024-05,Formal Shirt,Apparel,West,108,1970.71,5,1872.17,202194.54,24.99,50528.42,5,Q2
2024-05,Formal Shirt,Apparel,Central,87,1846.02,0,1846.02,160603.52,23.02,36970.93,5,Q2
2024-05,Air Fryer,Home & Kitchen,North,108,7033.28,5,6681.62,721614.51,20.3,146487.75,5,Q2
2024-05,Air Fryer,Home & Kitchen,South,98,7123.76,0,7123.76,698128.3,32.16,224518.06,5,Q2
2024-05,Air Fryer,Home & Kitchen,East,104,6764.8,5,6426.56,668362.21,27.69,185069.5,5,Q2
2024-05,Air Fryer,Home & Kitchen,West,84,7248.56,10,6523.7,547990.78,31.38,171959.51,5,Q2
2024-05,Air Fryer,Home & Kitchen,Central,83,6949.6,10,6254.64,519134.8,28.91,150081.87,5,Q2
2024-05,Coffee Maker,Home & Kitchen,North,100,4303.3,10,3872.97,387296.99,27.18,105267.32,5,Q2
2024-05,Coffee Maker,Home & Kitchen,South,90,4397.46,0,4397.46,395771.11,23.17,91700.17,5,Q2
2024-05,Coffee Maker,Home & Kitchen,East,108,4240.61,10,3816.55,412187.06,28.39,117019.91,5,Q2
2024-05,Coffee Maker,Home & Kitchen,West,100,4428.94,15,3764.6,376460.18,35.41,133304.55,5,Q2
2024-05,Coffee Maker,Home & Kitchen,Central,91,4282.23,20,3425.78,311746.36,33.44,104247.98,5,Q2
2024-05,Blender,Home & Kitchen,North,118,2701.64,5,2566.56,302853.91,36.18,109572.54,5,Q2
2024-05,Blender,Home & Kitchen,South,126,2798.51,0,2798.51,352612.28,31.14,109803.46,5,Q2
2024-05,Blender,Home & Kitchen,East,159,2772.22,10,2495.0,396705.2,37.29,147931.37,5,Q2
2024-05,Blender,Home & Kitchen,West,120,2804.22,0,2804.22,336506.88,33.86,113941.23,5,Q2
2024-05,Blender,Home & Kitchen,Central,121,2829.14,10,2546.22,308092.88,25.92,79857.67,5,Q2
2024-05,Non-stick Pan Set,Home & Kitchen,North,188,1904.02,0,1904.02,357955.34,31.92,114259.34,5,Q2
2024-05,Non-stick Pan Set,Home & Kitchen,South,164,1871.16,15,1590.49,260840.04,36.12,94215.42,5,Q2
2024-05,Non-stick Pan Set,Home & Kitchen,East,163,1972.46,0,1972.46,321510.42,22.04,70860.9,5,Q2
2024-05,Non-stick Pan Set,Home & Kitchen,West,144,1958.85,10,1762.97,253867.6,21.04,53413.74,5,Q2
2024-05,Non-stick Pan Set,Home & Kitchen,Central,140,1916.52,0,1916.52,268312.25,35.65,95653.32,5,Q2
2024-05,Water Bottle,Home & Kitchen,North,403,699.29,20,559.43,225451.47,26.36,59429.01,5,Q2
2024-05,Water Bottle,Home & Kitchen,South,382,708.39,5,672.97,257074.76,21.32,54808.34,5,Q2
2024-05,Water Bottle,Home & Kitchen,East,431,694.95,0,694.95,299521.39,18.25,54662.65,5,Q2
2024-05,Water Bottle,Home & Kitchen,West,358,700.53,10,630.48,225711.47,35.81,80827.28,5,Q2
2024-05,Water Bottle,Home & Kitchen,Central,276,711.95,0,711.95,196496.9,35.16,69088.31,5,Q2
2024-05,Notebook Pack,Books & Stationery,North,415,500.63,10,450.57,186984.74,24.29,45418.59,5,Q2
2024-05,Notebook Pack,Books & Stationery,South,339,511.84,5,486.25,164837.99,25.16,41473.24,5,Q2
2024-05,Notebook Pack,Books & Stationery,East,396,512.1,0,512.1,202793.07,21.48,43559.95,5,Q2
2024-05,Notebook Pack,Books & Stationery,West,383,512.01,0,512.01,196101.0,22.8,44711.03,5,Q2
2024-05,Notebook Pack,Books & Stationery,Central,290,492.93,5,468.28,135802.17,32.98,44787.56,5,Q2
2024-05,Fountain Pen,Books & Stationery,North,145,907.7,0,907.7,131616.09,34.83,45841.88,5,Q2
2024-05,Fountain Pen,Books & Stationery,South,125,933.46,5,886.78,110848.05,20.53,22757.1,5,Q2
2024-05,Fountain Pen,Books & Stationery,East,154,886.42,10,797.78,122858.02,19.39,23822.17,5,Q2
2024-05,Fountain Pen,Books & Stationery,West,120,924.58,0,924.58,110950.15,34.74,38544.08,5,Q2
2024-05,Fountain Pen,Books & Stationery,Central,111,909.28,10,818.35,90836.68,28.25,25661.36,5,Q2
2024-05,Planner 2025,Books & Stationery,North,206,682.93,0,682.93,140683.8,24.08,33876.66,5,Q2
2024-05,Planner 2025,Books & Stationery,South,207,723.51,15,614.98,127301.59,33.32,42416.89,5,Q2
2024-05,Planner 2025,Books & Stationery,East,249,708.23,0,708.23,176348.26,36.14,63732.26,5,Q2
2024-05,Planner 2025,Books & Stationery,West,219,702.38,0,702.38,153821.18,26.94,41439.43,5,Q2
2024-05,Planner 2025,Books & Stationery,Central,185,719.39,5,683.42,126432.16,25.61,32379.28,5,Q2
2024-05,Sketch Set,Books & Stationery,North,125,1161.66,5,1103.58,137947.16,18.84,25989.24,5,Q2
2024-05,Sketch Set,Books & Stationery,South,106,1239.1,0,1239.1,131344.8,35.17,46193.97,5,Q2
2024-05,Sketch Set,Books & Stationery,East,107,1238.4,10,1114.56,119258.02,34.1,40666.98,5,Q2
2024-05,Sketch Set,Books & Stationery,West,89,1243.39,10,1119.05,99595.76,24.1,24002.58,5,Q2
2024-05,Sketch Set,Books & Stationery,Central,103,1178.04,15,1001.34,103137.71,20.25,20885.39,5,Q2
2024-05,Resistance Bands,Sports,North,403,801.6,0,801.6,323045.38,22.84,73783.56,5,Q2
2024-05,Resistance Bands,Sports,South,294,797.0,0,797.0,234319.07,29.97,70225.43,5,Q2
2024-05,Resistance Bands,Sports,East,374,786.21,10,707.59,264638.57,18.96,50175.47,5,Q2
2024-05,Resistance Bands,Sports,West,406,821.52,10,739.37,300182.2,29.86,89634.4,5,Q2
2024-05,Resistance Bands,Sports,Central,364,778.89,0,778.89,283514.62,22.79,64612.98,5,Q2
2024-05,Yoga Mat,Sports,North,299,1443.2,5,1371.04,409940.29,37.91,155408.36,5,Q2
2024-05,Yoga Mat,Sports,South,275,1501.57,0,1501.57,412932.24,34.63,142998.43,5,Q2
2024-05,Yoga Mat,Sports,East,297,1452.82,0,1452.82,431488.36,36.19,156155.64,5,Q2
2024-05,Yoga Mat,Sports,West,275,1538.49,15,1307.71,359621.59,29.44,105872.6,5,Q2
2024-05,Yoga Mat,Sports,Central,237,1490.66,0,1490.66,353285.67,26.69,94291.95,5,Q2
2024-05,Dumbbell Set,Sports,North,113,4031.61,15,3426.87,387235.89,26.87,104050.28,5,Q2
2024-05,Dumbbell Set,Sports,South,98,4041.01,5,3838.96,376217.84,32.05,120577.82,5,Q2
2024-05,Dumbbell Set,Sports,East,101,4002.96,0,4002.96,404298.5,25.69,103864.28,5,Q2
2024-05,Dumbbell Set,Sports,West,99,4047.7,20,3238.16,320577.81,30.01,96205.4,5,Q2
2024-05,Dumbbell Set,Sports,Central,96,4001.0,5,3800.95,364891.62,19.42,70861.95,5,Q2
2024-05,Protein Powder,Sports,North,182,2471.38,5,2347.81,427301.89,18.91,80802.79,5,Q2
2024-05,Protein Powder,Sports,South,158,2454.38,20,1963.5,310233.72,24.63,76410.57,5,Q2
2024-05,Protein Powder,Sports,East,205,2438.24,5,2316.33,474847.99,23.61,112111.61,5,Q2
2024-05,Protein Powder,Sports,West,171,2502.31,0,2502.31,427895.56,18.15,77663.04,5,Q2
2024-05,Protein Powder,Sports,Central,154,2406.38,0,2406.38,370582.73,24.78,91830.4,5,Q2
2024-06,Wireless Earbuds,Electronics,North,252,3519.17,5,3343.21,842488.78,23.87,201102.07,6,Q2
2024-06,Wireless Earbuds,Electronics,South,236,3470.17,0,3470.17,818960.7,30.34,248472.68,6,Q2
2024-06,Wireless Earbuds,Electronics,East,214,3455.67,5,3282.89,702538.7,35.48,249260.73,6,Q2
2024-06,Wireless Earbuds,Electronics,West,220,3555.62,20,2844.49,625788.46,20.63,129100.16,6,Q2
2024-06,Wireless Earbuds,Electronics,Central,185,3469.49,5,3296.02,609762.82,26.22,159879.81,6,Q2
2024-06,Smart Watch,Electronics,North,160,9153.09,5,8695.43,1391269.13,24.19,336548.0,6,Q2
2024-06,Smart Watch,Electronics,South,142,9326.61,10,8393.95,1191940.4,18.03,214906.85,6,Q2
2024-06,Smart Watch,Electronics,East,156,8675.85,0,8675.85,1353433.13,19.19,259723.82,6,Q2
2024-06,Smart Watch,Electronics,West,140,9133.33,0,9133.33,1278666.17,25.68,328361.47,6,Q2
2024-06,Smart Watch,Electronics,Central,121,8904.73,0,8904.73,1077472.17,26.38,284237.16,6,Q2
2024-06,Bluetooth Speaker,Electronics,North,207,2123.53,0,2123.53,439571.06,25.1,110332.34,6,Q2
2024-06,Bluetooth Speaker,Electronics,South,197,2228.66,10,2005.79,395140.58,25.24,99733.48,6,Q2
2024-06,Bluetooth Speaker,Electronics,East,207,2112.82,5,2007.18,415486.5,36.27,150696.95,6,Q2
2024-06,Bluetooth Speaker,Electronics,West,189,2264.74,10,2038.27,385232.45,20.41,78625.94,6,Q2
2024-06,Bluetooth Speaker,Electronics,Central,185,2122.73,5,2016.59,373069.59,20.84,77747.7,6,Q2
2024-06,Laptop Stand,Electronics,North,136,1290.9,0,1290.9,175562.1,27.72,48665.81,6,Q2
2024-06,Laptop Stand,Electronics,South,147,1251.59,0,1251.59,183983.05,29.17,53667.86,6,Q2
2024-06,Laptop Stand,Electronics,East,159,1322.82,10,1190.53,189294.93,34.91,66082.86,6,Q2
2024-06,Laptop Stand,Electronics,West,161,1291.72,10,1162.55,187170.0,23.51,44003.67,6,Q2
2024-06,Laptop Stand,Electronics,Central,129,1329.03,5,1262.58,162872.79,33.97,55327.89,6,Q2
2024-06,USB-C Hub,Electronics,North,229,1644.74,15,1398.03,320148.52,26.62,85223.54,6,Q2
2024-06,USB-C Hub,Electronics,South,179,1609.51,0,1609.51,288103.16,30.02,86488.57,6,Q2
2024-06,USB-C Hub,Electronics,East,232,1623.1,0,1623.1,376559.38,21.34,80357.77,6,Q2
2024-06,USB-C Hub,Electronics,West,195,1553.28,15,1320.29,257456.27,24.92,64158.1,6,Q2
2024-06,USB-C Hub,Electronics,Central,160,1538.3,5,1461.38,233820.88,30.74,71876.54,6,Q2
2024-06,Winter Jacket,Apparel,North,85,4441.42,5,4219.35,358645.01,24.22,86863.82,6,Q2
2024-06,Winter Jacket,Apparel,South,85,4637.92,0,4637.92,394223.06,22.36,88148.28,6,Q2
2024-06,Winter Jacket,Apparel,East,107,4582.08,10,4123.87,441253.95,20.81,91824.95,6,Q2
2024-06,Winter Jacket,Apparel,West,85,4425.17,5,4203.91,357332.58,37.28,133213.59,6,Q2
2024-06,Winter Jacket,Apparel,Central,74,4429.39,0,4429.39,327774.67,25.76,84434.75,6,Q2
2024-06,Running Shoes,Apparel,North,135,3173.2,10,2855.88,385544.17,27.17,104752.35,6,Q2
2024-06,Running Shoes,Apparel,South,128,3404.59,0,3404.59,435787.51,37.12,161764.32,6,Q2
2024-06,Running Shoes,Apparel,East,149,3401.51,5,3231.43,481483.39,34.53,166256.21,6,Q2
2024-06,Running Shoes,Apparel,West,164,3243.16,20,2594.52,425502.06,25.79,109736.98,6,Q2
2024-06,Running Shoes,Apparel,Central,125,3256.87,5,3094.03,386753.9,21.08,81527.72,6,Q2
2024-06,Yoga Pants,Apparel,North,192,1504.0,10,1353.6,259891.41,34.67,90104.35,6,Q2
2024-06,Yoga Pants,Apparel,South,167,1475.3,0,1475.3,246374.4,21.89,53931.36,6,Q2
2024-06,Yoga Pants,Apparel,East,171,1480.11,0,1480.11,253098.19,37.33,94481.55,6,Q2
2024-06,Yoga Pants,Apparel,West,183,1480.69,5,1406.65,257417.17,20.78,53491.29,6,Q2
2024-06,Yoga Pants,Apparel,Central,159,1514.14,5,1438.43,228710.55,26.04,59556.23,6,Q2
2024-06,Cap,Apparel,North,271,617.22,5,586.36,158904.49,29.39,46702.03,6,Q2
2024-06,Cap,Apparel,South,221,584.69,0,584.69,129215.8,18.79,24279.65,6,Q2
2024-06,Cap,Apparel,East,245,601.06,0,601.06,147260.13,37.28,54898.58,6,Q2
2024-06,Cap,Apparel,West,252,609.65,5,579.16,145949.04,35.4,51665.96,6,Q2
2024-06,Cap,Apparel,Central,180,612.92,0,612.92,110325.82,33.88,37378.39,6,Q2
2024-06,Formal Shirt,Apparel,North,96,1956.29,15,1662.84,159633.07,20.98,33491.02,6,Q2
2024-06,Formal Shirt,Apparel,South,92,1972.07,5,1873.47,172359.06,35.27,60791.04,6,Q2
2024-06,Formal Shirt,Apparel,East,111,1880.06,0,1880.06,208686.67,22.06,46036.28,6,Q2
2024-06,Formal Shirt,Apparel,West,106,1881.76,5,1787.68,189493.56,27.85,52773.96,6,Q2
2024-06,Formal Shirt,Apparel,Central,91,1954.54,20,1563.63,142290.4,26.15,37208.94,6,Q2
2024-06,Air Fryer,Home & Kitchen,North,98,7147.11,5,6789.76,665396.35,37.12,246995.13,6,Q2
2024-06,Air Fryer,Home & Kitchen,South,73,6780.22,15,5763.19,420712.6,26.78,112666.83,6,Q2
2024-06,Air Fryer,Home & Kitchen,East,103,7219.1,0,7219.1,743567.2,35.67,265230.42,6,Q2
2024-06,Air Fryer,Home & Kitchen,West,83,7004.84,5,6654.6,552331.74,36.53,201766.78,6,Q2
2024-06,Air Fryer,Home & Kitchen,Central,65,6986.03,10,6287.43,408683.0,32.45,132617.63,6,Q2
2024-06,Coffee Maker,Home & Kitchen,North,111,4173.27,0,4173.27,463233.52,25.17,116595.88,6,Q2
2024-06,Coffee Maker,Home & Kitchen,South,103,4222.91,0,4222.91,434959.84,37.15,161587.58,6,Q2
2024-06,Coffee Maker,Home & Kitchen,East,93,4470.21,10,4023.19,374156.62,34.57,129345.94,6,Q2
2024-06,Coffee Maker,Home & Kitchen,West,93,4131.96,10,3718.77,345845.33,34.68,119939.16,6,Q2
2024-06,Coffee Maker,Home & Kitchen,Central,96,4176.17,10,3758.55,360821.01,33.38,120442.05,6,Q2
2024-06,Blender,Home & Kitchen,North,131,2858.59,10,2572.73,337027.61,30.27,102018.26,6,Q2
2024-06,Blender,Home & Kitchen,South,99,2796.23,0,2796.23,276826.73,26.15,72390.19,6,Q2
2024-06,Blender,Home & Kitchen,East,128,2701.82,0,2701.82,345833.08,20.22,69927.45,6,Q2
2024-06,Blender,Home & Kitchen,West,131,2899.25,0,2899.25,379801.27,37.1,140906.27,6,Q2
2024-06,Blender,Home & Kitchen,Central,108,2754.12,0,2754.12,297444.82,28.01,83314.29,6,Q2
2024-06,Non-stick Pan Set,Home & Kitchen,North,165,1930.46,0,1930.46,318526.0,19.46,61985.16,6,Q2
2024-06,Non-stick Pan Set,Home & Kitchen,South,133,1867.9,0,1867.9,248430.77,23.62,58679.35,6,Q2
2024-06,Non-stick Pan Set,Home & Kitchen,East,174,1964.21,5,1866.0,324683.64,36.12,117275.73,6,Q2
2024-06,Non-stick Pan Set,Home & Kitchen,West,137,1895.42,0,1895.42,259672.58,30.81,80005.12,6,Q2
2024-06,Non-stick Pan Set,Home & Kitchen,Central,149,1914.72,0,1914.72,285293.68,30.96,88326.92,6,Q2
2024-06,Water Bottle,Home & Kitchen,North,297,720.73,5,684.7,203355.05,26.99,54885.53,6,Q2
2024-06,Water Bottle,Home & Kitchen,South,311,705.98,0,705.98,219559.13,31.65,69490.46,6,Q2
2024-06,Water Bottle,Home & Kitchen,East,324,710.96,10,639.87,207317.17,34.08,70653.69,6,Q2
2024-06,Water Bottle,Home & Kitchen,West,325,700.13,0,700.13,227541.57,33.51,76249.18,6,Q2
2024-06,Water Bottle,Home & Kitchen,Central,268,698.82,0,698.82,187282.48,20.68,38730.02,6,Q2
2024-06,Notebook Pack,Books & Stationery,North,373,481.21,10,433.09,161541.84,24.35,39335.44,6,Q2
2024-06,Notebook Pack,Books & Stationery,South,276,499.44,0,499.44,137846.62,23.52,32421.53,6,Q2
2024-06,Notebook Pack,Books & Stationery,East,399,481.54,10,433.39,172921.94,18.08,31264.29,6,Q2
2024-06,Notebook Pack,Books & Stationery,West,316,508.62,0,508.62,160722.94,20.04,32208.88,6,Q2
2024-06,Notebook Pack,Books & Stationery,Central,294,489.83,10,440.85,129610.1,24.27,31456.37,6,Q2
2024-06,Fountain Pen,Books & Stationery,North,143,927.18,5,880.82,125957.87,36.2,45596.75,6,Q2
2024-06,Fountain Pen,Books & Stationery,South,115,932.38,0,932.38,107223.3,31.74,34032.68,6,Q2
2024-06,Fountain Pen,Books & Stationery,East,138,890.92,5,846.37,116799.57,32.08,37469.3,6,Q2
2024-06,Fountain Pen,Books & Stationery,West,107,875.05,10,787.54,84267.05,31.33,26400.87,6,Q2
2024-06,Fountain Pen,Books & Stationery,Central,129,917.77,20,734.22,94714.26,32.05,30355.92,6,Q2
2024-06,Planner 2025,Books & Stationery,North,195,676.93,10,609.24,118801.57,30.88,36685.92,6,Q2
2024-06,Planner 2025,Books & Stationery,South,162,691.17,20,552.94,89576.15,28.01,25090.28,6,Q2
2024-06,Planner 2025,Books & Stationery,East,213,696.63,0,696.63,148383.16,25.37,37644.81,6,Q2
2024-06,Planner 2025,Books & Stationery,West,190,673.97,10,606.57,115248.48,26.33,30344.92,6,Q2
2024-06,Planner 2025,Books & Stationery,Central,195,718.59,0,718.59,140125.33,31.15,43649.04,6,Q2
2024-06,Sketch Set,Books & Stationery,North,103,1235.46,0,1235.46,127252.86,31.56,40161.0,6,Q2
2024-06,Sketch Set,Books & Stationery,South,97,1179.37,0,1179.37,114398.44,31.03,35497.84,6,Q2
2024-06,Sketch Set,Books & Stationery,East,116,1181.31,5,1122.25,130180.91,25.9,33716.86,6,Q2
2024-06,Sketch Set,Books & Stationery,West,105,1170.15,15,994.63,104435.77,23.75,24803.5,6,Q2
2024-06,Sketch Set,Books & Stationery,Central,85,1156.61,0,1156.61,98312.04,28.32,27841.97,6,Q2
2024-06,Resistance Bands,Sports,North,325,820.44,0,820.44,266644.27,25.58,68207.6,6,Q2
2024-06,Resistance Bands,Sports,South,301,768.28,0,768.28,231250.9,26.27,60749.61,6,Q2
2024-06,Resistance Bands,Sports,East,366,792.88,5,753.24,275685.14,29.9,82429.86,6,Q2
2024-06,Resistance Bands,Sports,West,284,796.7,20,637.36,181011.37,28.38,51371.03,6,Q2
2024-06,Resistance Bands,Sports,Central,316,786.97,10,708.28,223815.5,33.46,74888.67,6,Q2
2024-06,Yoga Mat,Sports,North,255,1556.08,0,1556.08,396801.31,18.34,72773.36,6,Q2
2024-06,Yoga Mat,Sports,South,248,1535.83,0,1535.83,380886.85,23.31,88784.72,6,Q2
2024-06,Yoga Mat,Sports,East,227,1474.21,10,1326.79,301181.83,28.36,85415.17,6,Q2
2024-06,Yoga Mat,Sports,West,230,1483.62,0,1483.62,341232.36,24.0,81895.77,6,Q2
2024-06,Yoga Mat,Sports,Central,226,1555.87,10,1400.28,316463.02,18.47,58450.72,6,Q2
2024-06,Dumbbell Set,Sports,North,108,4089.6,10,3680.64,397509.2,27.16,107963.5,6,Q2
2024-06,Dumbbell Set,Sports,South,84,3935.95,0,3935.95,330619.7,22.56,74587.8,6,Q2
2024-06,Dumbbell Set,Sports,East,93,3993.91,10,3594.52,334289.93,27.48,91862.87,6,Q2
2024-06,Dumbbell Set,Sports,West,79,4145.46,15,3523.64,278367.38,33.7,93809.81,6,Q2
2024-06,Dumbbell Set,Sports,Central,95,4013.23,20,3210.58,305005.54,19.51,59506.58,6,Q2
2024-06,Protein Powder,Sports,North,173,2444.1,0,2444.1,422828.99,20.82,88033.0,6,Q2
2024-06,Protein Powder,Sports,South,169,2555.24,5,2427.48,410244.08,20.94,85905.11,6,Q2
2024-06,Protein Powder,Sports,East,207,2526.18,0,2526.18,522919.27,31.48,164614.99,6,Q2
2024-06,Protein Powder,Sports,West,160,2468.05,15,2097.84,335654.91,23.81,79919.43,6,Q2
2024-06,Protein Powder,Sports,Central,153,2577.0,10,2319.3,354852.49,19.24,68273.62,6,Q2
2024-07,Wireless Earbuds,Electronics,North,216,3361.24,5,3193.17,689725.43,26.95,185881.0,7,Q3
2024-07,Wireless Earbuds,Electronics,South,195,3627.18,5,3445.83,671936.01,22.84,153470.18,7,Q3
2024-07,Wireless Earbuds,Electronics,East,254,3549.28,0,3549.28,901516.95,23.49,211766.33,7,Q3
2024-07,Wireless Earbuds,Electronics,West,252,3487.71,5,3313.32,834957.63,26.66,222599.7,7,Q3
2024-07,Wireless Earbuds,Electronics,Central,179,3405.44,5,3235.16,579094.51,22.18,128443.16,7,Q3
2024-07,Smart Watch,Electronics,North,129,9246.4,20,7397.12,954228.51,33.86,323101.77,7,Q3
2024-07,Smart Watch,Electronics,South,150,8813.24,20,7050.6,1057589.3,21.94,232035.09,7,Q3
2024-07,Smart Watch,Electronics,East,178,9355.23,10,8419.71,1498707.9,37.62,563813.91,7,Q3
2024-07,Smart Watch,Electronics,West,145,8825.89,5,8384.59,1215766.25,29.87,363149.38,7,Q3
2024-07,Smart Watch,Electronics,Central,112,9087.08,20,7269.66,814202.13,21.8,177496.06,7,Q3
2024-07,Bluetooth Speaker,Electronics,North,219,2270.76,15,1930.14,422701.52,37.2,157244.97,7,Q3
2024-07,Bluetooth Speaker,Electronics,South,184,2282.97,10,2054.67,378059.5,21.23,80262.03,7,Q3
2024-07,Bluetooth Speaker,Electronics,East,210,2237.41,0,2237.41,469855.85,30.81,144762.59,7,Q3
2024-07,Bluetooth Speaker,Electronics,West,202,2139.66,5,2032.68,410601.16,33.43,137263.97,7,Q3
2024-07,Bluetooth Speaker,Electronics,Central,173,2113.17,0,2113.17,365578.27,25.14,91906.38,7,Q3
2024-07,Laptop Stand,Electronics,North,188,1270.8,5,1207.26,226965.61,22.44,50931.08,7,Q3
2024-07,Laptop Stand,Electronics,South,143,1335.17,10,1201.65,171836.19,19.91,34212.59,7,Q3
2024-07,Laptop Stand,Electronics,East,171,1250.07,5,1187.57,203074.09,31.25,63460.65,7,Q3
2024-07,Laptop Stand,Electronics,West,141,1277.06,0,1277.06,180065.59,36.39,65525.87,7,Q3
2024-07,Laptop Stand,Electronics,Central,164,1251.71,10,1126.54,184751.98,25.43,46982.43,7,Q3
2024-07,USB-C Hub,Electronics,North,212,1631.53,15,1386.8,294000.91,37.02,108839.14,7,Q3
2024-07,USB-C Hub,Electronics,South,203,1580.72,10,1422.65,288798.08,23.02,66481.32,7,Q3
2024-07,USB-C Hub,Electronics,East,234,1580.91,10,1422.82,332939.51,22.81,75943.5,7,Q3
2024-07,USB-C Hub,Electronics,West,189,1652.5,0,1652.5,312322.72,28.12,87825.15,7,Q3
2024-07,USB-C Hub,Electronics,Central,172,1540.02,0,1540.02,264883.43,21.5,56949.94,7,Q3
2024-07,Winter Jacket,Apparel,North,94,4518.97,20,3615.18,339826.51,29.63,100690.59,7,Q3
2024-07,Winter Jacket,Apparel,South,75,4628.47,5,4397.04,329778.22,33.18,109420.41,7,Q3
2024-07,Winter Jacket,Apparel,East,83,4544.93,15,3863.19,320645.11,36.93,118414.24,7,Q3
2024-07,Winter Jacket,Apparel,West,90,4569.36,10,4112.43,370118.43,27.53,101893.6,7,Q3
2024-07,Winter Jacket,Apparel,Central,72,4490.35,5,4265.83,307139.66,21.72,66710.73,7,Q3
2024-07,Running Shoes,Apparel,North,135,3392.7,0,3392.7,458014.44,19.42,88946.4,7,Q3
2024-07,Running Shoes,Apparel,South,112,3415.33,5,3244.57,363391.31,26.19,95172.18,7,Q3
2024-07,Running Shoes,Apparel,East,163,3387.63,0,3387.63,552183.88,31.87,175981.0,7,Q3
2024-07,Running Shoes,Apparel,West,147,3339.82,0,3339.82,490952.87,35.52,174386.46,7,Q3
2024-07,Running Shoes,Apparel,Central,123,3241.59,5,3079.51,378779.81,18.75,71021.21,7,Q3
2024-07,Yoga Pants,Apparel,North,158,1530.84,0,1530.84,241873.41,26.33,63685.27,7,Q3
2024-07,Yoga Pants,Apparel,South,162,1445.59,20,1156.47,187348.69,22.52,42190.92,7,Q3
2024-07,Yoga Pants,Apparel,East,176,1475.49,0,1475.49,259686.03,18.03,46821.39,7,Q3
2024-07,Yoga Pants,Apparel,West,181,1554.98,0,1554.98,281452.12,31.26,87981.93,7,Q3
2024-07,Yoga Pants,Apparel,Central,164,1540.78,5,1463.74,240054.02,24.06,57757.0,7,Q3
2024-07,Cap,Apparel,North,211,609.19,10,548.27,115684.96,21.63,25022.66,7,Q3
2024-07,Cap,Apparel,South,194,618.26,10,556.43,107948.37,37.7,40696.54,7,Q3
2024-07,Cap,Apparel,East,251,593.88,5,564.19,141611.14,31.22,44211.0,7,Q3
2024-07,Cap,Apparel,West,185,601.13,10,541.02,100088.53,21.35,21368.9,7,Q3
2024-07,Cap,Apparel,Central,207,603.01,20,482.41,99859.18,18.85,18823.46,7,Q3
2024-07,Formal Shirt,Apparel,North,91,1914.43,0,1914.43,174212.95,32.29,56253.36,7,Q3
2024-07,Formal Shirt,Apparel,South,95,1838.61,5,1746.68,165934.93,28.18,46760.46,7,Q3
2024-07,Formal Shirt,Apparel,East,98,1964.77,10,1768.29,173292.71,31.94,55349.69,7,Q3
2024-07,Formal Shirt,Apparel,West,99,1893.18,15,1609.21,159311.43,31.89,50804.42,7,Q3
2024-07,Formal Shirt,Apparel,Central,89,1953.95,0,1953.95,173901.38,34.14,59369.93,7,Q3
2024-07,Air Fryer,Home & Kitchen,North,77,6912.4,0,6912.4,532255.1,37.57,199968.24,7,Q3
2024-07,Air Fryer,Home & Kitchen,South,84,7111.64,10,6400.48,537639.91,29.24,157205.91,7,Q3
2024-07,Air Fryer,Home & Kitchen,East,100,6996.91,0,6996.91,699690.52,21.26,148754.2,7,Q3
2024-07,Air Fryer,Home & Kitchen,West,87,7130.27,0,7130.27,620333.48,18.5,114761.69,7,Q3
2024-07,Air Fryer,Home & Kitchen,Central,80,6725.43,10,6052.89,484231.19,37.41,181150.89,7,Q3
2024-07,Coffee Maker,Home & Kitchen,North,97,4207.85,10,3787.07,367345.48,34.34,126146.44,7,Q3
2024-07,Coffee Maker,Home & Kitchen,South,91,4459.62,0,4459.62,405825.67,28.1,114037.01,7,Q3
2024-07,Coffee Maker,Home & Kitchen,East,111,4423.72,0,4423.72,491032.84,34.0,166951.17,7,Q3
2024-07,Coffee Maker,Home & Kitchen,West,96,4263.42,0,4263.42,409288.58,35.31,144519.8,7,Q3
2024-07,Coffee Maker,Home & Kitchen,Central,76,4233.58,0,4233.58,321752.25,35.43,113996.82,7,Q3
2024-07,Blender,Home & Kitchen,North,125,2865.43,0,2865.43,358179.11,30.5,109244.63,7,Q3
2024-07,Blender,Home & Kitchen,South,110,2873.53,15,2442.5,268674.81,18.24,49006.29,7,Q3
2024-07,Blender,Home & Kitchen,East,131,2698.65,5,2563.71,335846.63,23.75,79763.57,7,Q3
2024-07,Blender,Home & Kitchen,West,107,2766.07,5,2627.77,281171.47,24.68,69393.12,7,Q3
2024-07,Blender,Home & Kitchen,Central,109,2777.62,0,2777.62,302760.77,33.68,101969.83,7,Q3
2024-07,Non-stick Pan Set,Home & Kitchen,North,135,1888.79,10,1699.91,229487.49,24.65,56568.67,7,Q3
2024-07,Non-stick Pan Set,Home & Kitchen,South,113,1879.85,15,1597.87,180559.22,30.83,55666.41,7,Q3
2024-07,Non-stick Pan Set,Home & Kitchen,East,159,1919.1,0,1919.1,305136.31,26.37,80464.44,7,Q3
2024-07,Non-stick Pan Set,Home & Kitchen,West,148,1838.44,0,1838.44,272089.2,23.53,64022.59,7,Q3
2024-07,Non-stick Pan Set,Home & Kitchen,Central,121,1971.98,0,1971.98,238609.29,28.37,67693.46,7,Q3
2024-07,Water Bottle,Home & Kitchen,North,288,725.32,0,725.32,208892.23,26.07,54458.2,7,Q3
